song,artist,play_time,download_time
Medieval Waters,Carter Burwell,15Aug12:25am,2019-08-22 19:30:53.125480
Lavender Oil,Nicholas Britell,15Aug12:22am,2019-08-22 19:30:53.125480
Princess Margaret,Lorne Balfe,15Aug12:19am,2019-08-22 19:30:53.125480
The Lost Cities,Johannes Bornlöf,15Aug12:17am,2019-08-22 19:30:53.125480
0952 ,Ólafur Arnalds,15Aug12:14am,2019-08-22 19:30:53.125480
Salamander Eyes,James Newton Howard,15Aug12:11am,2019-08-22 19:30:53.125480
On Reflection,Max Richter,15Aug12:04am,2019-08-22 19:30:53.125480
Elisa's Theme,Alexandre Desplat,15Aug12:01am,2019-08-22 19:30:53.125480
Cloud Atlas Finale,Tom Tykwer,14Aug11:57pm,2019-08-22 19:30:53.125480
Danger of Hell,Thomas Newman,14Aug11:55pm,2019-08-22 19:30:53.125480
My Edward and I (feat. Jack Liebeck),Dario Marianelli,14Aug11:51pm,2019-08-22 19:30:53.125480
Your Majesty,Lorne Balfe,14Aug11:47pm,2019-08-22 19:30:53.125480
Let's Run Away Together,Johannes Bornlöf,14Aug11:44pm,2019-08-22 19:30:53.125480
Mauer Blues,Federico Albanese,14Aug11:39pm,2019-08-22 19:30:53.125480
The Blue Planet,Hans Zimmer,14Aug11:36pm,2019-08-22 19:30:53.125480
Dreaming of Fiji,Philip Glass,14Aug11:34pm,2019-08-22 19:30:53.125480
"Recomposed By Max Richter: Vivaldi, The Four Seasons: Spring 1",Max Richter,14Aug11:32pm,2019-08-22 19:30:53.125480
Extremely Loud and Incredibly Close,Alexandre Desplat,14Aug11:30pm,2019-08-22 19:30:53.125480
The Revenant Main Theme,Ryuichi Sakamoto,14Aug11:27pm,2019-08-22 19:30:53.125480
Delivering the News,Howard Shore,14Aug11:23pm,2019-08-22 19:30:53.125480
Ending,Peter Sandberg,14Aug11:21pm,2019-08-22 19:30:53.125480
Awaken (feat. Jack Liebeck),Dario Marianelli,14Aug11:17pm,2019-08-22 19:30:53.125480
The Imitation Game,Alexandre Desplat,14Aug11:14pm,2019-08-22 19:30:53.125480
Dressing for Death,Carter Burwell,14Aug11:13pm,2019-08-22 19:30:53.125480
Spotlight,Howard Shore,14Aug11:12pm,2019-08-22 19:30:53.125480
Train in New York,Dustin O'Halloran,14Aug11:09pm,2019-08-22 19:30:53.125480
Wayward Sisters,Abel Korzeniowski,14Aug11:06pm,2019-08-22 19:30:53.125480
The Consolations Of Philosophy,Max Richter,14Aug11:00pm,2019-08-22 19:30:53.125480
"""All That Is or Ever Was or Ever Will Be""",Alan Silvestri,14Aug10:59pm,2019-08-22 19:30:53.125480
re:member,Ólafur Arnalds,14Aug10:53pm,2019-08-22 19:30:53.125480
Cornfield Chase,Hans Zimmer,14Aug10:51pm,2019-08-22 19:30:53.125480
Finale,John Paesano,14Aug10:46pm,2019-08-22 19:30:53.125480
Coronation,Harry Gregson-Williams,14Aug10:43pm,2019-08-22 19:30:53.125480
The Yellow House,Clint Mansell,14Aug10:38pm,2019-08-22 19:30:53.125480
The Only Way Is Down,Thomas Newman,14Aug10:37pm,2019-08-22 19:30:53.125480
Tribune Tower,Mark Isham,14Aug10:34pm,2019-08-22 19:30:53.125480
A Model of the Universe,Jóhann Jóhannsson,14Aug10:31pm,2019-08-22 19:30:53.125480
Opening,Craig Armstrong,14Aug10:26pm,2019-08-22 19:30:53.125480
"The Council of Elrond (feat. ""Aniron) (Theme for Aragorn and Arwen "")",Howard Shore,14Aug10:22pm,2019-08-22 19:30:53.125480
"""Best Day Ever""",Alan Silvestri,14Aug10:20pm,2019-08-22 19:30:53.125480
The End of All Our Exploring,Max Richter,14Aug10:17pm,2019-08-22 19:30:53.125480
Gravity,Steven Price,14Aug10:12pm,2019-08-22 19:30:53.125480
Mars,Harry Gregson-Williams,14Aug10:10pm,2019-08-22 19:30:53.125480
A Sparrow Alighted Upon Our Shoulder,Jóhann Jóhannsson,14Aug10:07pm,2019-08-22 19:30:53.125480
Boy in a Water Globe,Slow Meadow,14Aug10:01pm,2019-08-22 19:30:53.125480
Duck Shoot,Rupert Gregson-Williams,14Aug9:57pm,2019-08-22 19:30:53.125480
The Landing,Justin Hurwitz,14Aug9:52pm,2019-08-22 19:30:53.125480
Green Light,Craig Armstrong,14Aug9:49pm,2019-08-22 19:30:53.125480
The Lions Theme,Steven Price,14Aug9:44pm,2019-08-22 19:30:53.125480
Newt Says Goodbye to Tina / Jacob's Bakery,James Newton Howard,14Aug9:41pm,2019-08-22 19:30:53.125480
Crossing Mars,Harry Gregson-Williams,14Aug9:37pm,2019-08-22 19:30:53.125480
Etude No. 5,Philip Glass,14Aug9:31pm,2019-08-22 19:30:53.125480
Elegy for Dunkirk,English Chamber Orchestra,14Aug9:27pm,2019-08-22 19:30:53.125480
The Last Judgement,Carter Burwell,14Aug9:25pm,2019-08-22 19:30:53.125480
Beth's Theme,Ólafur Arnalds,14Aug9:20pm,2019-08-22 19:30:53.125480
The Gravel Road,James Newton Howard,14Aug9:16pm,2019-08-22 19:30:53.125480
Mother,Dustin O'Halloran,14Aug9:11pm,2019-08-22 19:30:53.125480
Yes! (feat. Jack Liebeck),Dario Marianelli,14Aug9:09pm,2019-08-22 19:30:53.125480
The Truth,Fernando Velázquez,14Aug9:04pm,2019-08-22 19:30:53.125480
She Remembers,Max Richter,14Aug9:00pm,2019-08-22 19:30:53.125480
Me Before You Orchestral,Craig Armstrong,14Aug8:53pm,2019-08-22 19:30:53.125480
Norman,Steven Price,14Aug8:50pm,2019-08-22 19:30:53.125480
Dr. Ford,Ramin Djawadi,14Aug8:45pm,2019-08-22 19:30:53.125480
Your Majesty,Lorne Balfe,14Aug8:40pm,2019-08-22 19:30:53.125480
Who I Want to Be,David Arnold,14Aug8:38pm,2019-08-22 19:30:53.125480
Main Title,Rachel Portman,14Aug8:34pm,2019-08-22 19:30:53.125480
Epilogue,Dario Marianelli,14Aug8:29pm,2019-08-22 19:30:53.125480
Suite From Poldark,Anne Dudley,14Aug8:24pm,2019-08-22 19:30:53.125480
Tsimtsum,Mychael Danna,14Aug8:21pm,2019-08-22 19:30:53.125480
The Trial of Ed Crane [The Man who wasn't there ,Carter Burwell,14Aug8:17pm,2019-08-22 19:30:53.125480
Hollow in the Ferns,Craig Armstrong,14Aug8:13pm,2019-08-22 19:30:53.125480
Someone Loves Us,Dario Marianelli,14Aug8:11pm,2019-08-22 19:30:53.125480
Alan Turing's Legacy,Alexandre Desplat,14Aug8:09pm,2019-08-22 19:30:53.125480
Making Water,Harry Gregson-Williams,14Aug8:07pm,2019-08-22 19:30:53.125480
Delivering the News,Howard Shore,14Aug8:03pm,2019-08-22 19:30:53.125480
Dalur ,Ólafur Arnalds,14Aug7:59pm,2019-08-22 19:30:53.125480
Safe Now,Henry Jackman,14Aug7:56pm,2019-08-22 19:30:53.125480
The Blue Planet,Hans Zimmer,14Aug7:53pm,2019-08-22 19:30:53.125480
I Feel Alive,Ramin Djawadi,14Aug7:50pm,2019-08-22 19:30:53.125480
Elisa's Theme,Alexandre Desplat,14Aug7:47pm,2019-08-22 19:30:53.125480
The Night Café,Clint Mansell,14Aug7:43pm,2019-08-22 19:30:53.125480
A Letter From Prison,Dario Marianelli,14Aug7:41pm,2019-08-22 19:30:53.125480
Tribune Tower,Mark Isham,14Aug7:37pm,2019-08-22 19:30:53.125480
Who's There,Peter Sandberg,14Aug7:34pm,2019-08-22 19:30:53.125480
Villanelle,Jo Blankenburg,14Aug7:30pm,2019-08-22 19:30:53.125480
The Legend of Korra End Credits,Jeremy Zuckerman,14Aug7:29pm,2019-08-22 19:30:53.125480
Greatest Change,Jeremy Zuckerman,14Aug7:24pm,2019-08-22 19:30:53.125480
S.T.A.Y.,Hans Zimmer,14Aug7:18pm,2019-08-22 19:30:53.125480
Rue's Farewell,James Newton Howard,14Aug7:13pm,2019-08-22 19:30:53.125480
Flight From The City,Jóhann Jóhannsson,14Aug7:06pm,2019-08-22 19:30:53.125480
Table For Two,Abel Korzeniowski,14Aug7:03pm,2019-08-22 19:30:53.125480
Transcendence,Johannes Bornlöf,14Aug7:01pm,2019-08-22 19:30:53.125480
The Tearjerker Returns,Chilly Gonzales,14Aug6:57pm,2019-08-22 19:30:53.125480
Day One,Hans Zimmer,14Aug6:54pm,2019-08-22 19:30:53.125480
Keep Your Memories,Carter Burwell,14Aug6:54pm,2019-08-22 19:30:53.125480
Fairytale,Harry Gregson-Williams,14Aug6:50pm,2019-08-22 19:30:53.125480
Resurgam,Anne Dudley,14Aug6:49pm,2019-08-22 19:30:53.125480
The Departure (from Gattaca),Michael Nyman,14Aug6:42pm,2019-08-22 19:30:53.125480
Storm,Craig Armstrong,14Aug6:39pm,2019-08-22 19:30:53.125480
Arrival,Dustin O'Halloran,14Aug6:34pm,2019-08-22 19:30:53.125480
The Consolations Of Philosophy,Max Richter,14Aug6:29pm,2019-08-22 19:30:53.125480
Duck Shoot,Rupert Gregson-Williams,14Aug6:24pm,2019-08-22 19:30:53.125480
Together We Will Live Forever,Clint Mansell,14Aug6:19pm,2019-08-22 19:30:53.125480
Septimus,Ilan Eshkeri,14Aug6:18pm,2019-08-22 19:30:53.125480
The Day After Tomorrow,Harald Kloser,14Aug6:15pm,2019-08-22 19:30:53.125480
All Boundaries Are Conventions,Tom Tykwer,14Aug6:12pm,2019-08-22 19:30:53.125480
Crossing Mars,Harry Gregson-Williams,14Aug6:08pm,2019-08-22 19:30:53.125480
Evey Reborn,Dario Marianelli,14Aug6:04pm,2019-08-22 19:30:53.125480
Sub Lift,Henry Jackman,14Aug6:02pm,2019-08-22 19:30:53.125480
Adagio in D Minor,John Murphy,14Aug5:58pm,2019-08-22 19:30:53.125480
Cloud Atlas End Title,Tom Tykwer,14Aug5:50pm,2019-08-22 19:30:53.125480
"Theme from ""Armageddon""",Trevor Rabin,14Aug5:47pm,2019-08-22 19:30:53.125480
Cloud Atlas Finale,Tom Tykwer,14Aug5:42pm,2019-08-22 19:30:53.125480
Theme From Schindler's List,John Williams,14Aug5:38pm,2019-08-22 19:30:53.125480
Dream Is Collapsing,Hans Zimmer,14Aug5:36pm,2019-08-22 19:30:53.125480
Courtyard Apocalypse,Alexandre Desplat,14Aug5:34pm,2019-08-22 19:30:53.125480
Mhysa,Ramin Djawadi,14Aug5:30pm,2019-08-22 19:30:53.125480
Statues,Alexandre Desplat,14Aug5:27pm,2019-08-22 19:30:53.125480
One Day,Hans Zimmer,14Aug5:23pm,2019-08-22 19:30:53.125480
Misty Mountains,Richard Armitage,14Aug5:22pm,2019-08-22 19:30:53.125480
"Comptine d'un autre été, L'Après",Yann Tiersen,14Aug5:19pm,2019-08-22 19:30:53.125480
Autobots,Steve Jablonsky,14Aug5:17pm,2019-08-22 19:30:53.125480
Cornfield Chase,Hans Zimmer,14Aug5:15pm,2019-08-22 19:30:53.125480
"The Breaking Of The Fellowship (Feat. ""In Dreams"")",Howard Shore,14Aug5:07pm,2019-08-22 19:30:53.125480
"Becoming One of ""The People"" Becoming One with Neytiri",James Horner,14Aug5:00pm,2019-08-22 19:30:53.125480
"Dumbledore's Farewell (""Harry Potter & The Half",Nicholas Hooper,14Aug4:57pm,2019-08-22 19:30:53.125480
Chevaliers de Sangreal,Hans Zimmer,14Aug4:53pm,2019-08-22 19:30:53.125480
503,Hans Zimmer,14Aug4:51pm,2019-08-22 19:30:53.125480
Not That Sort of Bank,Henry Jackman,14Aug4:47pm,2019-08-22 19:30:53.125480
Arrival To Earth,Steve Jablonsky,14Aug4:42pm,2019-08-22 19:30:53.125480
First Class,Henry Jackman,14Aug4:39pm,2019-08-22 19:30:53.125480
On Reflection,Max Richter,14Aug4:31pm,2019-08-22 19:30:53.125480
Light of the Seven,Ramin Djawadi,14Aug4:22pm,2019-08-22 19:30:53.125480
I Can Carry You,James Newton Howard,14Aug4:20pm,2019-08-22 19:30:53.125480
London,James Newton Howard,14Aug4:17pm,2019-08-22 19:30:53.125480
Solomon,Hans Zimmer,14Aug4:14pm,2019-08-22 19:30:53.125480
The All Spark,Steve Jablonsky,14Aug4:10pm,2019-08-22 19:30:53.125480
My Name Is Robert Neville,James Newton Howard,14Aug4:07pm,2019-08-22 19:30:53.125480
Rage and Serenity,Henry Jackman,14Aug4:05pm,2019-08-22 19:30:53.125480
Would You Date Me?,Henry Jackman,14Aug4:04pm,2019-08-22 19:30:53.125480
Safe Now,Henry Jackman,14Aug4:00pm,2019-08-22 19:30:53.125480
He Lost Everything,John Ottman,14Aug3:59pm,2019-08-22 19:30:53.125480
Hope (Xavier's Theme),John Ottman,14Aug3:54pm,2019-08-22 19:30:53.125480
Time,Hans Zimmer,14Aug3:49pm,2019-08-22 19:30:53.125480
I Have Faith In You ,John Ottman,14Aug3:46pm,2019-08-22 19:30:53.125480
Kobudai Transformation,Hans Zimmer,14Aug3:42pm,2019-08-22 19:30:53.125480
Scavengers of the Deep,Hans Zimmer,14Aug3:39pm,2019-08-22 19:30:53.125480
A Forest Awakens,Hans Zimmer,14Aug3:36pm,2019-08-22 19:30:53.125480
Humboldt Squid,Hans Zimmer,14Aug3:18pm,2019-08-22 19:30:53.125480
Ducks and Currents,Hans Zimmer,14Aug3:15pm,2019-08-22 19:30:53.125480
Turtle Spa,Hans Zimmer,14Aug3:13pm,2019-08-22 19:30:53.125480
Big Blue,Hans Zimmer,14Aug3:08pm,2019-08-22 19:30:53.125480
Albatross Flight,Hans Zimmer,14Aug3:03pm,2019-08-22 19:30:53.125480
Race to Feed,Hans Zimmer,14Aug2:57pm,2019-08-22 19:30:53.125480
Mobula Rays,Hans Zimmer,14Aug2:55pm,2019-08-22 19:30:53.125480
Abyssal Plain,Hans Zimmer,14Aug2:52pm,2019-08-22 19:30:53.125480
Surfing Dolphins,Hans Zimmer,14Aug2:49pm,2019-08-22 19:30:53.125480
Family Theme,Hans Zimmer,14Aug2:47pm,2019-08-22 19:30:53.125480
The Blue Planet,Hans Zimmer,14Aug2:43pm,2019-08-22 19:30:53.125480
Tsimtsum,Mychael Danna,14Aug1:20pm,2019-08-22 19:30:53.125480
The Imitation Game,Alexandre Desplat,14Aug1:18pm,2019-08-22 19:30:53.125480
The Winds of Winter,Ramin Djawadi,14Aug1:14pm,2019-08-22 19:30:53.125480
King Of Pride Rock,Hans Zimmer,14Aug1:08pm,2019-08-22 19:30:53.125480
My Edward and I (feat. Jack Liebeck),Dario Marianelli,14Aug1:04pm,2019-08-22 19:30:53.125480
Opening,Craig Armstrong,14Aug1:00pm,2019-08-22 19:30:53.125480
My Dear Anne,Carter Burwell,14Aug12:57pm,2019-08-22 19:30:53.125480
Simba Is Alive!,Hans Zimmer,14Aug12:53pm,2019-08-22 19:30:53.125480
Walrus: The Right Piece of Ice,Hans Zimmer,14Aug12:48pm,2019-08-22 19:30:53.125480
Portuguese Man of War,Hans Zimmer,14Aug12:43pm,2019-08-22 19:30:53.125480
Weedy Sea Dragon,Hans Zimmer,14Aug12:39pm,2019-08-22 19:30:53.125480
Baby Turtle,Hans Zimmer,14Aug12:35pm,2019-08-22 19:30:53.125480
Clownfish,Hans Zimmer,14Aug12:31pm,2019-08-22 19:30:53.125480
Kobudai Transformation,Hans Zimmer,14Aug12:26pm,2019-08-22 19:30:53.125480
Scavengers of the Deep,Hans Zimmer,14Aug12:23pm,2019-08-22 19:30:53.125480
A Forest Awakens,Hans Zimmer,14Aug12:20pm,2019-08-22 19:30:53.125480
Humboldt Squid,Hans Zimmer,14Aug12:16pm,2019-08-22 19:30:53.125480
Ducks and Currents,Hans Zimmer,14Aug12:14pm,2019-08-22 19:30:53.125480
Turtle Spa,Hans Zimmer,14Aug12:11pm,2019-08-22 19:30:53.125480
Big Blue,Hans Zimmer,14Aug12:07pm,2019-08-22 19:30:53.125480
Albatross Flight,Hans Zimmer,14Aug12:01pm,2019-08-22 19:30:53.125480
Race to Feed,Hans Zimmer,14Aug11:56am,2019-08-22 19:30:53.125480
Mobula Rays,Hans Zimmer,14Aug11:53am,2019-08-22 19:30:53.125480
Abyssal Plain,Hans Zimmer,14Aug11:50am,2019-08-22 19:30:53.125480
Surfing Dolphins,Hans Zimmer,14Aug11:48am,2019-08-22 19:30:53.125480
Family Theme,Hans Zimmer,14Aug11:45am,2019-08-22 19:30:53.125480
The Blue Planet,Hans Zimmer,14Aug11:42am,2019-08-22 19:30:53.125480
Government,Rupert Gregson-Williams,14Aug11:35am,2019-08-22 19:30:53.125480
Sagana,Rupert Gregson-Williams,14Aug11:30am,2019-08-22 19:30:53.125480
Duck Shoot,Rupert Gregson-Williams,14Aug11:26am,2019-08-22 19:30:53.125480
The Crown Main Title,Hans Zimmer,14Aug11:25am,2019-08-22 19:30:53.125480
Princess Margaret,Lorne Balfe,14Aug11:25am,2019-08-22 19:30:53.125480
Philip's Dream,Lorne Balfe,14Aug9:14am,2019-08-22 19:30:53.125480
Be My Portrait,Lorne Balfe,14Aug9:12am,2019-08-22 19:30:53.125480
Arrival To Earth,Steve Jablonsky,13Aug8:49pm,2019-08-22 19:30:53.125480
First Class,Henry Jackman,13Aug8:04pm,2019-08-22 19:30:53.125480
On Reflection,Max Richter,13Aug7:57pm,2019-08-22 19:30:53.125480
I Can Carry You,James Newton Howard,13Aug7:47pm,2019-08-22 19:30:53.125480
Light of the Seven,Ramin Djawadi,13Aug7:47pm,2019-08-22 19:30:53.125480
London,James Newton Howard,13Aug7:43pm,2019-08-22 19:30:53.125480
Solomon,Hans Zimmer,13Aug7:39pm,2019-08-22 19:30:53.125480
The All Spark,Steve Jablonsky,13Aug7:36pm,2019-08-22 19:30:53.125480
Rage and Serenity,Henry Jackman,13Aug7:35pm,2019-08-22 19:30:53.125480
Would You Date Me?,Henry Jackman,13Aug6:39pm,2019-08-22 19:30:53.125480
Safe Now,Henry Jackman,13Aug6:36pm,2019-08-22 19:30:53.125480
He Lost Everything,John Ottman,13Aug6:34pm,2019-08-22 19:30:53.125480
Hope (Xavier's Theme),John Ottman,13Aug6:29pm,2019-08-22 19:30:53.125480
Time,Hans Zimmer,13Aug6:24pm,2019-08-22 19:30:53.125480
I Have Faith In You ,John Ottman,13Aug6:21pm,2019-08-22 19:30:53.125480
A Dream Is a Wish Your Heart Makes,Lily James,13Aug6:19pm,2019-08-22 19:30:53.125480
Unstoppable ,Lin-Manuel Miranda,13Aug6:15pm,2019-08-22 19:30:53.125480
Bring Him Home,Collabro,13Aug6:11pm,2019-08-22 19:30:53.125480
Someday,Ciara Renée,13Aug6:08pm,2019-08-22 19:30:53.125480
Waking Up,Anthony Gonzalez,13Aug6:04pm,2019-08-22 19:30:53.125480
Test Drive,John Powell,13Aug6:01pm,2019-08-22 19:30:53.125480
Prologue ,Mark Mancina,13Aug5:58pm,2019-08-22 19:30:53.125480
The Goblin Battle,Trevor Jones,13Aug5:55pm,2019-08-22 19:30:53.125480
City Of Stars,Ryan Gosling,13Aug5:55pm,2019-08-22 19:30:53.125480
The Sound Of Music,Charmian Carr,13Aug5:51pm,2019-08-22 19:30:53.125480
Queen Elsa of Arendelle ,Christophe Beck,13Aug5:51pm,2019-08-22 19:30:53.125480
No One Is Alone,Anna Kendrick,13Aug5:48pm,2019-08-22 19:30:53.125480
Once Upon a December,Christy Altomare,13Aug5:45pm,2019-08-22 19:30:53.125480
Deliver Us ,Ofra Haza,13Aug5:37pm,2019-08-22 19:30:53.125480
Epilogue,Claude-Michel Schönberg,13Aug5:28pm,2019-08-22 19:30:53.125480
The Wedding,Sacha Baron Cohen,13Aug5:26pm,2019-08-22 19:30:53.125480
Suddenly ,Eddie Redmayne,13Aug5:25pm,2019-08-22 19:30:53.125480
Valjean’s Confession,Hugh Jackman,13Aug5:23pm,2019-08-22 19:30:53.125480
Empty Chairs At Empty Tables,Eddie Redmayne,13Aug5:19pm,2019-08-22 19:30:53.125480
Turning,Claude-Michel Schönberg,13Aug5:18pm,2019-08-22 19:30:53.125480
Javert's Suicide,Russell Crowe,13Aug5:15pm,2019-08-22 19:30:53.125480
The Sewers,Sacha Baron Cohen,13Aug5:13pm,2019-08-22 19:30:53.125480
The Final Battle,Aaron Tveit,13Aug5:10pm,2019-08-22 19:30:53.125480
The Death Of Gavroche,Aaron Tveit,13Aug5:07pm,2019-08-22 19:30:53.125480
Bring Him Home,Hugh Jackman,13Aug5:03pm,2019-08-22 19:30:53.125480
Drink With Me,Aaron Tveit,13Aug5:01pm,2019-08-22 19:30:53.125480
Little Fall Of Rain,Eddie Redmayne,13Aug4:58pm,2019-08-22 19:30:53.125480
The First Attack,Eddie Redmayne,13Aug4:57pm,2019-08-22 19:30:53.125480
Javert At The Barricade,Russell Crowe,13Aug4:55pm,2019-08-22 19:30:53.125480
Building The Barricade,Aaron Tveit,13Aug4:54pm,2019-08-22 19:30:53.125480
Do You Hear the People Sing?,Aaron Tveit,13Aug4:51pm,2019-08-22 19:30:53.125480
One Day More,Claude-Michel Schönberg,13Aug4:48pm,2019-08-22 19:30:53.125480
On My Own,Samantha Barks,13Aug4:45pm,2019-08-22 19:30:53.125480
A Heart Full Of Love,Eddie Redmayne,13Aug4:45pm,2019-08-22 19:30:53.125480
In My Life,Amanda Seyfried,13Aug4:38pm,2019-08-22 19:30:53.125480
ABC Café / Red & Black,Eddie Redmayne,13Aug4:34pm,2019-08-22 19:30:53.125480
The Robbery,Sacha Baron Cohen,13Aug4:31pm,2019-08-22 19:30:53.125480
Stars,Russell Crowe,13Aug4:28pm,2019-08-22 19:30:53.125480
Paris / Look Down,Daniel Huttlestone,13Aug4:28pm,2019-08-22 19:30:53.125480
The Convent,Hugh Jackman,13Aug4:24pm,2019-08-22 19:30:53.125480
Suddenly,Hugh Jackman,13Aug4:21pm,2019-08-22 19:30:53.125480
The Bargain,Isabelle Allen,13Aug4:18pm,2019-08-22 19:30:53.125480
Master Of The House,Sacha Baron Cohen,13Aug4:13pm,2019-08-22 19:30:53.125480
Castle on a Cloud,Isabelle Allen,13Aug4:12pm,2019-08-22 19:30:53.125480
The Confrontation,Hugh Jackman,13Aug4:10pm,2019-08-22 19:30:53.125480
Fantine’s Death,Anne Hathaway,13Aug4:07pm,2019-08-22 19:30:53.125480
Fantine’s Arrest,Anne Hathaway,13Aug4:05pm,2019-08-22 19:30:53.125480
Who Am I? ,Hugh Jackman,13Aug4:05pm,2019-08-22 19:30:53.125480
I Dreamed A Dream ,Anne Hathaway,13Aug3:58pm,2019-08-22 19:30:53.125480
At The End Of The Day,Hugh Jackman,13Aug3:54pm,2019-08-22 19:30:53.125480
The Docks (Lovely Ladies),Anne Hathaway,13Aug3:54pm,2019-08-22 19:30:53.125480
Valjean's Soliloquy,Hugh Jackman,13Aug3:46pm,2019-08-22 19:30:53.125480
The Bishop,Colm Wilkinson,13Aug3:45pm,2019-08-22 19:30:53.125480
Look Down,Hugh Jackman,13Aug3:41pm,2019-08-22 19:30:53.125480
"i'm home (mufasa, sarabi & simba interlude)",James Earl Jones,13Aug1:00pm,2019-08-22 19:30:53.125480
SCAR,070 Shake,13Aug12:57pm,2019-08-22 19:30:53.125480
MY POWER,Nija,13Aug12:52pm,2019-08-22 19:30:53.125480
OTHERSIDE,Beyoncé,13Aug12:48pm,2019-08-22 19:30:53.125480
remember (mufasa interlude),James Earl Jones,13Aug12:47pm,2019-08-22 19:30:53.125480
ALREADY,Beyoncé,13Aug12:44pm,2019-08-22 19:30:53.125480
follow me (simba & rafiki interlude),Donald Glover,13Aug12:43pm,2019-08-22 19:30:53.125480
KEYS TO THE KINGDOM,Tiwa Savage,13Aug12:40pm,2019-08-22 19:30:53.125480
Brown Skin Girl,Blue Ivy,13Aug12:35pm,2019-08-22 19:30:53.125480
Brown Skin Girl,Blue Ivy,13Aug12:31pm,2019-08-22 19:30:53.125480
BIGGER,Beyoncé,13Aug12:29pm,2019-08-22 19:30:53.125480
balance (mufasa interlude),James Earl Jones,13Aug12:28pm,2019-08-22 19:30:53.125480
Mbube,Lebo M.,13Aug12:26pm,2019-08-22 19:30:53.125480
Remember,Hans Zimmer,13Aug12:23pm,2019-08-22 19:30:53.125480
Battle for Pride Rock,Hans Zimmer,13Aug12:12pm,2019-08-22 19:30:53.125480
Reflections of Mufasa,Hans Zimmer,13Aug12:07pm,2019-08-22 19:30:53.125480
Simba Is Alive!,Hans Zimmer,13Aug12:03pm,2019-08-22 19:30:53.125480
Scar Takes the Throne,Hans Zimmer,13Aug12:01pm,2019-08-22 19:30:53.125480
Stampede,Hans Zimmer,13Aug11:53am,2019-08-22 19:30:53.125480
Rafiki's Fireflies,Hans Zimmer,13Aug11:51am,2019-08-22 19:30:53.125480
Life's Not Fair,Hans Zimmer,13Aug11:49am,2019-08-22 19:30:53.125480
Elephant Graveyard,Hans Zimmer,13Aug11:43am,2019-08-22 19:30:53.125480
Be Prepared (2019),Chiwetel Ejiofor,13Aug11:40am,2019-08-22 19:30:53.125480
Never Too Late,Elton John,13Aug11:36am,2019-08-22 19:30:53.125480
He Lives In You,Lebo M,13Aug11:31am,2019-08-22 19:30:53.125480
The Lion Sleeps Tonight,Billy Eichner,13Aug11:30am,2019-08-22 19:30:53.125480
Hakuna Matata,Billy Eichner,13Aug11:26am,2019-08-22 19:30:53.125480
I Just Can't Wait to Be King,JD McCrary,13Aug11:22am,2019-08-22 19:30:53.125480
Can You Feel the Love Tonight,Beyoncé,13Aug11:19am,2019-08-22 19:30:53.125480
Spirit ,Beyoncé,13Aug11:14am,2019-08-22 19:30:53.125480
Circle of Life/Nants' Ingonyama,Lindiwe Mkhize,13Aug11:10am,2019-08-22 19:30:53.125480
Time,Hans Zimmer,13Aug11:05am,2019-08-22 19:30:53.125480
Paradox,Hans Zimmer,13Aug11:02am,2019-08-22 19:30:53.125480
Dream Within a Dream,Hans Zimmer,13Aug10:57am,2019-08-22 19:30:53.125480
Mombasa,Hans Zimmer,13Aug10:52am,2019-08-22 19:30:53.125480
528491,Hans Zimmer,13Aug10:50am,2019-08-22 19:30:53.125480
Old Souls,Hans Zimmer,13Aug10:42am,2019-08-22 19:30:53.125480
Radical Notion,Hans Zimmer,13Aug10:38am,2019-08-22 19:30:53.125480
Dream Is Collapsing,Hans Zimmer,13Aug10:36am,2019-08-22 19:30:53.125480
We Built Our Own World,Hans Zimmer,13Aug10:34am,2019-08-22 19:30:53.125480
Day One,Hans Zimmer,13Aug10:30am,2019-08-22 19:30:53.125480
Time,Hans Zimmer,13Aug10:26am,2019-08-22 19:30:53.125480
Paradox,Hans Zimmer,13Aug10:22am,2019-08-22 19:30:53.125480
Dream Within a Dream,Hans Zimmer,13Aug10:17am,2019-08-22 19:30:53.125480
Mombasa,Hans Zimmer,13Aug10:12am,2019-08-22 19:30:53.125480
528491,Hans Zimmer,13Aug10:10am,2019-08-22 19:30:53.125480
Old Souls,Hans Zimmer,13Aug10:02am,2019-08-22 19:30:53.125480
Radical Notion,Hans Zimmer,13Aug9:45am,2019-08-22 19:30:53.125480
Dream Is Collapsing,Hans Zimmer,13Aug9:42am,2019-08-22 19:30:53.125480
We Built Our Own World,Hans Zimmer,13Aug9:40am,2019-08-22 19:30:53.125480
Concerto of a Desperado,Black Thought,13Aug9:39am,2019-08-22 19:30:53.125480
Push Ya Lighter Feat. Kardinal Offishall,Black Thought,13Aug9:37am,2019-08-22 19:30:53.125480
Push Up Ya Lighter,Black Thought,13Aug9:35am,2019-08-22 19:30:53.125480
Subliminal Minded,Black Thought,13Aug9:35am,2019-08-22 19:30:53.125480
Thought Is Like,Black Thought,13Aug9:30am,2019-08-22 19:30:53.125480
The Next Movement,Black Thought,13Aug9:28am,2019-08-22 19:30:53.125480
Come Together Feat. Zion,Black Thought,13Aug9:25am,2019-08-22 19:30:53.125480
Rock Star (Intro),Black Thought,13Aug9:23am,2019-08-22 19:30:53.125480
